cliente_id,edad,antiguedad_años,salario_mensual_cop,num_productos,saldo_promedio_cop,num_transacciones_mes,dias_desde_ultimo_contacto,nps_score,canal_preferido,segmento_cliente,region,tiene_credito,tiene_cuenta_ahorro,meses_sin_uso_app,quejas_ultimo_año,churn
CLI00270,50,15,5913359,6,28412258,11,323,4,Telefónico,Masivo,Andina,0,1,3,4,0
CLI00271,39,12,11922509,1,47878943,26,153,7,App Móvil,Premium,Caribe,1,1,8,0,0
CLI00272,39,4,9140167,5,122019,51,127,7,App Móvil,Pyme,Andina,0,1,3,4,1
CLI00273,23,12,4331569,2,29731980,34,237,5,Presencial,Preferente,Caribe,0,1,9,0,0
CLI00274,56,16,8822153,2,1765317,28,55,1,Digital,Pyme,Pacífica,1,0,7,1,1
CLI00275,37,17,11337371,4,16956217,3,172,7,Presencial,Preferente,Caribe,0,1,6,2,0
CLI00276,62,7,4019507,1,28058751,11,109,5,Digital,Preferente,Caribe,1,1,2,0,0
CLI00277,57,12,2756715,1,8202637,38,354,5,App Móvil,Preferente,Pacífica,1,1,6,3,1
CLI00278,54,18,9968865,3,32676719,14,184,7,Digital,Masivo,Pacífica,0,1,6,0,0
CLI00279,25,2,3026534,1,19904238,51,198,0,Digital,Masivo,Pacífica,0,1,9,1,0
CLI00280,54,7,2324143,4,29014013,26,87,1,Presencial,Masivo,Andina,0,1,2,3,1
CLI00281,35,1,8846562,3,42536771,48,201,8,Presencial,Preferente,Caribe,1,1,1,3,0
CLI00282,42,7,5302986,3,40600359,21,337,7,Telefónico,Masivo,Pacífica,1,1,8,0,0
CLI00283,41,12,1871616,2,2416826,54,322,6,Presencial,Masivo,Pacífica,1,1,0,1,0
CLI00284,29,12,3460155,2,4290447,56,275,6,Digital,Pyme,Caribe,1,1,6,3,1
CLI00285,28,0,10663766,1,45806781,39,211,4,Digital,Masivo,Orinoquía,0,1,3,2,0
CLI00286,24,5,4210527,3,144771,30,118,1,Presencial,Preferente,Caribe,1,1,1,2,0
CLI00287,38,18,3268967,2,5749593,59,191,5,Digital,Masivo,Amazonía,1,1,1,4,0
CLI00288,54,15,10804991,4,11386719,8,42,9,Telefónico,Masivo,Orinoquía,1,1,7,4,0
CLI00289,33,7,9870043,2,18598124,51,42,2,Presencial,Premium,Pacífica,1,0,6,1,0
CLI00290,43,0,1779215,6,30020801,20,315,3,Telefónico,Preferente,Orinoquía,1,1,11,3,1
CLI00291,43,15,4343236,6,43660574,48,276,9,App Móvil,Premium,Pacífica,0,0,6,2,0
CLI00292,51,8,8879933,2,8499970,32,329,1,App Móvil,Masivo,Caribe,1,0,4,2,0
CLI00293,59,12,10161957,3,22311047,22,17,1,App Móvil,Preferente,Andina,1,1,9,1,1
CLI00294,59,10,7653973,3,10425111,59,283,7,Digital,Masivo,Caribe,0,1,7,3,1
CLI00295,29,12,7535218,5,21444808,7,258,7,Digital,Masivo,Andina,1,1,1,1,0
CLI00296,48,9,3460584,6,2362854,9,63,9,Digital,Masivo,Pacífica,0,1,1,0,0
CLI00297,48,3,7723754,4,7284268,45,62,5,App Móvil,Masivo,Andina,1,1,4,2,0
CLI00298,55,5,7085709,3,35963841,1,100,4,App Móvil,Masivo,Andina,1,0,0,1,0
CLI00299,42,6,11304815,1,48025351,29,19,7,App Móvil,Masivo,Andina,0,1,5,1,0
CLI00300,51,4,2078688,6,14342726,8,17,3,Digital,Pyme,Orinoquía,1,1,3,0,0
CLI00301,54,10,5726156,4,49341291,56,325,3,App Móvil,Masivo,Caribe,1,1,5,4,1
CLI00302,49,12,7255892,4,43682162,54,246,4,Presencial,Masivo,Andina,1,1,6,2,1
CLI00303,54,18,9483372,3,19828838,4,251,0,Digital,Masivo,Caribe,0,1,2,1,0
CLI00304,26,9,9627747,4,44729321,35,81,0,Presencial,Preferente,Pacífica,0,1,10,2,1
CLI00305,40,9,5727995,3,17552508,59,39,1,Digital,Masivo,Caribe,0,1,7,4,1
CLI00306,25,10,8837694,2,20704568,3,36,7,Presencial,Premium,Pacífica,0,1,6,1,1
CLI00307,56,6,10421334,6,19110863,54,197,6,Digital,Pyme,Caribe,1,1,0,0,0
CLI00308,38,17,5452255,5,10298825,45,158,9,Presencial,Masivo,Caribe,1,1,5,2,0
CLI00309,49,3,5317242,2,9989349,40,204,8,Telefónico,Preferente,Orinoquía,1,1,6,0,0
CLI00310,51,1,6490488,6,189073,7,196,4,App Móvil,Masivo,Caribe,1,1,10,4,0
CLI00311,50,13,1739968,3,23893188,27,216,1,Telefónico,Preferente,Andina,1,1,3,4,1
CLI00312,27,12,10177571,6,28273372,1,285,6,Presencial,Masivo,Caribe,1,1,1,2,0
CLI00313,56,11,4092536,3,32653734,27,196,7,App Móvil,Masivo,Andina,1,1,9,4,0
CLI00314,62,6,7004381,2,27504225,16,307,6,App Móvil,Masivo,Andina,1,1,8,3,1
CLI00315,58,1,2019165,1,12754301,38,152,6,Digital,Preferente,Andina,1,1,6,2,0
CLI00316,45,12,5914084,1,24959148,7,14,4,Presencial,Masivo,Caribe,0,1,0,3,0
CLI00317,50,13,4940866,6,7752342,44,325,1,Digital,Masivo,Andina,0,1,7,4,0
CLI00318,52,16,5378363,1,20636100,23,146,5,Digital,Preferente,Pacífica,1,0,2,2,0
CLI00319,56,8,2527557,3,34613597,41,57,3,Telefónico,Preferente,Pacífica,1,1,3,3,0
CLI00320,54,16,8935697,4,38854533,59,211,9,App Móvil,Premium,Andina,1,1,11,4,1
CLI00321,42,7,7398885,3,24373175,11,268,1,Digital,Masivo,Andina,1,1,4,1,0
CLI00322,53,1,9101723,4,3933817,42,210,8,App Móvil,Premium,Caribe,0,0,0,1,0
CLI00323,44,12,9446155,2,11894780,53,17,6,App Móvil,Preferente,Caribe,1,1,5,0,0
CLI00324,54,2,11884778,5,40487405,33,286,5,App Móvil,Masivo,Caribe,0,1,9,1,0
CLI00325,24,15,7188238,4,17353731,50,344,4,Digital,Preferente,Caribe,1,1,5,3,0
CLI00326,39,5,11094731,1,10751068,36,203,2,App Móvil,Masivo,Caribe,1,1,1,1,0
CLI00327,46,18,8203560,3,37841814,37,99,9,Digital,Pyme,Andina,0,1,10,2,0
CLI00328,63,6,11505204,2,2050053,41,279,9,Presencial,Masivo,Andina,1,1,9,2,0
CLI00329,52,9,3285559,1,5021983,59,209,3,Digital,Preferente,Orinoquía,1,1,5,2,1
CLI00330,24,8,10197057,2,1985681,17,129,2,Digital,Masivo,Caribe,0,1,7,1,1
CLI00331,61,1,2033634,5,2561913,35,335,7,Telefónico,Pyme,Andina,1,0,5,1,0
CLI00332,45,14,5432747,3,37622216,48,288,2,Presencial,Masivo,Pacífica,1,1,3,0,0
CLI00333,53,4,10078845,6,49792740,5,252,6,Digital,Pyme,Andina,1,1,3,4,0
CLI00334,43,3,9602873,3,47064265,48,265,6,Digital,Pyme,Caribe,0,1,8,0,0
CLI00335,44,19,10744655,5,45278419,32,271,6,Telefónico,Masivo,Caribe,0,1,5,3,1
CLI00336,23,3,6123636,3,40180087,3,188,6,Digital,Premium,Caribe,1,1,7,2,1
CLI00337,48,17,9056855,6,34443130,52,214,1,App Móvil,Pyme,Andina,0,1,7,1,0
CLI00338,63,3,6834233,4,27374402,47,283,9,Digital,Masivo,Pacífica,1,1,6,4,0
CLI00339,23,16,2906368,2,1559657,35,211,2,Digital,Masivo,Caribe,0,1,2,4,0
CLI00340,47,11,8341300,6,27397770,52,76,9,Presencial,Preferente,Caribe,1,1,9,1,0
CLI00341,38,16,10734082,1,41751338,14,148,8,Presencial,Masivo,Pacífica,1,1,0,0,0
CLI00342,61,9,7285267,5,41252240,48,321,2,Presencial,Masivo,Pacífica,0,1,4,4,1
CLI00343,54,0,2724744,4,39492703,31,213,1,Digital,Masivo,Andina,0,1,9,0,1
CLI00344,30,17,7470226,1,19457475,31,109,8,App Móvil,Masivo,Pacífica,1,1,9,1,1
CLI00345,64,17,6362894,1,41321256,17,129,9,Telefónico,Masivo,Andina,1,0,1,0,0
CLI00346,60,13,3631018,5,33334226,24,10,8,Digital,Masivo,Caribe,0,1,11,2,0
CLI00347,50,14,9710710,4,8830852,52,47,3,Presencial,Premium,Andina,1,1,9,1,0
CLI00348,63,11,4989429,1,34045431,23,315,8,App Móvil,Preferente,Andina,0,1,1,1,0
CLI00349,47,3,8388260,1,36743621,18,96,2,Digital,Masivo,Orinoquía,1,0,6,4,1
CLI00350,56,2,7978443,4,13200674,50,103,6,Digital,Preferente,Caribe,1,1,10,4,0
CLI00351,46,19,1794746,3,39755285,54,342,6,Telefónico,Preferente,Andina,0,0,2,4,1
CLI00352,45,11,7210754,1,31802560,14,146,7,Telefónico,Pyme,Andina,1,1,7,2,0
CLI00353,34,6,6932019,2,41177043,50,27,9,Presencial,Masivo,Andina,0,1,8,2,0
CLI00354,28,10,5852892,4,31148181,15,220,3,Digital,Masivo,Caribe,0,1,7,3,1
CLI00355,57,0,3202159,1,8796015,15,18,2,Digital,Pyme,Andina,0,0,5,1,1
CLI00356,41,5,5257985,5,42814198,6,167,2,Telefónico,Pyme,Pacífica,1,1,4,4,1
CLI00357,22,14,5302177,6,1303306,27,82,4,Digital,Preferente,Andina,1,0,2,1,0
CLI00358,29,14,11892034,2,5489612,15,72,0,Presencial,Premium,Andina,1,1,2,0,0
CLI00359,37,18,10012558,6,25586426,50,310,9,Presencial,Masivo,Caribe,0,1,6,2,0
CLI00360,35,10,2653224,6,43570690,36,254,2,Digital,Preferente,Caribe,0,1,4,3,0
CLI00361,33,1,4150235,1,41999675,55,162,5,App Móvil,Masivo,Andina,1,1,11,0,0
CLI00362,44,13,6240039,2,15599691,8,327,2,App Móvil,Masivo,Pacífica,0,1,5,1,1
CLI00363,36,1,11629142,2,13984342,15,38,4,Telefónico,Premium,Amazonía,1,1,5,2,0
CLI00364,49,3,9799350,3,28028173,3,201,8,Digital,Masivo,Andina,0,1,8,4,1
CLI00365,55,16,11193374,6,2343136,47,200,1,Digital,Preferente,Andina,1,0,0,0,0
CLI00366,23,2,3803554,2,39122449,13,255,1,Presencial,Pyme,Pacífica,0,1,7,2,1
CLI00367,53,12,5520120,3,47298672,41,179,5,Digital,Masivo,Andina,1,1,9,1,1
CLI00368,44,8,4446862,4,32717050,34,35,5,App Móvil,Pyme,Andina,0,0,4,1,0
CLI00369,43,6,4176517,3,4422888,24,82,7,Digital,Pyme,Caribe,0,0,5,0,0
CLI00370,46,14,5807086,5,45507400,40,220,1,Presencial,Preferente,Pacífica,0,1,5,0,0
CLI00371,43,10,8831006,1,39978774,32,158,8,Presencial,Masivo,Andina,0,1,0,0,0
CLI00372,43,19,10515828,4,13710025,32,4,1,Telefónico,Masivo,Pacífica,0,1,2,3,0
CLI00373,63,1,9829442,4,16862382,30,167,0,Digital,Masivo,Pacífica,1,1,11,4,1
CLI00374,27,14,7669912,5,44416046,52,204,9,Presencial,Masivo,Caribe,1,1,5,2,0
CLI00375,36,13,10331924,3,45922006,49,194,1,Digital,Masivo,Pacífica,1,1,10,1,1
CLI00376,64,19,5017741,1,47001629,13,235,6,App Móvil,Pyme,Pacífica,1,1,10,1,0
CLI00377,58,10,7668563,3,45807896,1,206,7,Digital,Masivo,Andina,1,1,8,4,1
CLI00378,54,2,4956653,2,17075099,34,150,4,App Móvil,Preferente,Caribe,1,1,5,0,0
CLI00379,29,16,6929219,3,23627745,15,159,5,App Móvil,Masivo,Caribe,1,1,11,0,0
CLI00380,26,11,1975595,4,12541175,44,279,0,Digital,Preferente,Andina,1,1,5,1,1
CLI00381,60,14,11354352,1,20410862,14,304,5,Telefónico,Pyme,Andina,1,1,0,4,0
CLI00382,25,15,3388806,3,31280152,57,166,7,Digital,Masivo,Andina,0,0,8,1,0
CLI00383,27,4,3648091,1,1443401,29,311,2,App Móvil,Masivo,Caribe,0,0,3,0,0
CLI00384,53,19,5461676,1,31523533,34,68,0,Presencial,Preferente,Orinoquía,1,1,1,2,1
CLI00385,51,5,3260462,2,23547369,18,88,3,Digital,Preferente,Caribe,0,1,0,0,0
CLI00386,56,18,11511762,2,25781240,54,217,0,Presencial,Preferente,Caribe,1,1,2,2,0
CLI00387,61,4,5558848,4,12479981,7,1,7,Digital,Masivo,Andina,1,1,2,3,0
CLI00388,37,2,2309178,5,10646841,29,135,4,App Móvil,Masivo,Andina,0,0,4,4,0
CLI00389,34,0,9432310,1,27898230,55,185,0,Digital,Pyme,Caribe,0,1,0,3,0
CLI00390,63,5,6277402,5,34740862,31,351,7,Telefónico,Pyme,Caribe,1,1,6,0,0
CLI00391,51,14,8434106,4,4155304,25,140,8,Presencial,Preferente,Caribe,1,1,0,4,0
CLI00392,40,1,8986327,1,23692312,38,106,9,App Móvil,Premium,Pacífica,0,1,3,0,0
CLI00393,38,2,4062605,1,23487821,14,133,1,Digital,Preferente,Pacífica,1,1,5,4,1
CLI00394,40,16,2221037,6,14495074,8,108,8,Presencial,Masivo,Andina,1,1,0,4,0
CLI00395,49,11,7007683,5,37363827,27,178,7,Presencial,Masivo,Pacífica,0,1,6,0,0
CLI00396,47,17,7917954,3,32204847,54,298,6,Telefónico,Masivo,Pacífica,0,1,9,0,0
CLI00397,58,14,2521469,2,29073121,2,358,2,Digital,Preferente,Caribe,1,1,6,4,1
CLI00398,47,11,8256350,3,2659786,17,359,1,Digital,Masivo,Amazonía,0,1,2,4,1
CLI00399,44,15,7279277,5,34715146,37,146,6,Digital,Masivo,Pacífica,1,1,3,0,0
CLI00400,30,7,4392371,2,8701524,14,74,4,Telefónico,Premium,Caribe,1,1,5,0,0
CLI00401,33,13,11700944,3,29301140,25,108,5,Digital,Preferente,Caribe,1,1,10,1,0
CLI00402,22,16,8470199,6,46177493,56,122,3,Presencial,Preferente,Caribe,1,1,6,1,1
CLI00403,22,7,1963001,2,25514668,30,17,1,Digital,Pyme,Caribe,1,1,3,1,0
CLI00404,55,14,7511493,1,33188742,29,196,8,App Móvil,Masivo,Pacífica,0,1,9,3,1
CLI00405,53,13,4322136,3,44923382,20,327,2,App Móvil,Preferente,Andina,0,1,10,4,1
CLI00406,46,17,2015693,2,38803007,21,318,6,Presencial,Premium,Pacífica,1,0,8,2,1
CLI00407,61,19,4136722,6,19708747,53,297,7,Presencial,Preferente,Pacífica,1,0,8,3,1
CLI00408,22,6,9318114,2,20101240,22,252,1,Digital,Masivo,Andina,0,1,8,4,1
CLI00409,37,2,1739017,2,21652433,35,119,5,Digital,Masivo,Pacífica,1,1,11,2,1
CLI00410,60,11,1914994,6,16095285,37,162,7,Digital,Premium,Caribe,0,1,9,1,0
CLI00411,26,2,2441768,3,45411322,16,198,6,Telefónico,Preferente,Andina,0,0,5,2,0
CLI00412,43,19,11728691,4,34968906,50,45,2,Presencial,Premium,Andina,0,1,1,0,0
CLI00413,50,13,7212044,3,49176816,58,314,0,App Móvil,Preferente,Caribe,1,1,1,0,0
CLI00414,24,14,9543846,5,41604850,49,179,5,Presencial,Preferente,Caribe,1,1,10,4,1
CLI00415,33,13,2576941,6,9750033,43,44,7,Telefónico,Premium,Orinoquía,0,1,3,3,0
CLI00416,47,6,1965982,3,22021977,17,271,5,Presencial,Preferente,Pacífica,0,0,8,1,0
CLI00417,37,16,4038568,2,39754383,16,78,4,Presencial,Masivo,Caribe,0,1,2,4,1
CLI00418,58,11,1773146,6,48544005,58,326,7,Digital,Preferente,Pacífica,1,1,5,1,0
CLI00419,43,19,6953174,1,1569720,55,178,1,Presencial,Premium,Pacífica,0,0,1,0,0
CLI00420,50,3,7624152,3,26293611,2,357,0,Presencial,Masivo,Andina,1,0,0,3,0
CLI00421,35,8,2664795,6,5181930,4,3,0,Telefónico,Masivo,Caribe,0,0,11,3,1
CLI00422,49,5,11277938,3,41050542,21,214,3,App Móvil,Masivo,Orinoquía,1,1,4,0,0
CLI00423,26,15,8630030,6,38689071,39,342,5,Digital,Pyme,Andina,0,1,7,2,0
CLI00424,51,1,4177747,2,43878697,34,74,8,Digital,Masivo,Caribe,1,1,9,3,0
CLI00425,26,7,3909381,1,43925579,30,51,0,Presencial,Preferente,Andina,0,0,9,2,1
CLI00426,33,10,8526492,1,20348603,6,67,0,Presencial,Masivo,Pacífica,0,1,1,1,0
CLI00427,37,12,9809411,5,30319948,17,332,4,Digital,Masivo,Caribe,1,1,9,3,1
CLI00428,47,16,8359216,6,15955843,39,93,9,Telefónico,Preferente,Caribe,1,1,8,0,0
CLI00429,47,7,4443295,3,21691366,25,176,4,App Móvil,Masivo,Caribe,1,0,11,2,0
CLI00430,42,17,4783616,1,26875637,5,145,4,App Móvil,Preferente,Amazonía,1,0,7,1,0
CLI00431,60,17,1577175,1,41292602,5,7,9,Digital,Premium,Caribe,1,1,2,1,0
CLI00432,57,13,3578808,4,17686426,20,269,5,App Móvil,Premium,Andina,1,0,0,3,0
CLI00433,54,14,2857453,4,27117850,16,322,7,Telefónico,Masivo,Orinoquía,0,1,3,3,0
CLI00434,51,5,4511786,1,15340110,51,4,2,Presencial,Premium,Caribe,1,1,7,4,1
CLI00435,58,10,1595028,6,25198590,41,138,8,Presencial,Preferente,Amazonía,1,1,2,4,0
CLI00436,44,12,3058242,5,6240327,37,231,0,App Móvil,Premium,Orinoquía,0,1,9,3,1
CLI00437,31,0,5819453,1,29915838,40,88,3,Presencial,Preferente,Orinoquía,1,1,11,4,1
CLI00438,26,5,6448008,2,12857261,9,17,8,Presencial,Preferente,Caribe,0,1,1,0,0
CLI00439,57,8,6945315,3,29839934,5,52,7,Presencial,Pyme,Andina,0,1,6,0,0
CLI00440,55,7,10052442,5,15883239,42,134,9,Presencial,Premium,Pacífica,1,1,3,4,0
CLI00441,52,10,3867555,2,18237451,57,211,8,Digital,Masivo,Amazonía,1,1,5,3,0
CLI00442,31,18,11118395,5,18235532,2,325,0,App Móvil,Masivo,Caribe,0,1,4,0,0
CLI00443,40,8,4512359,2,18204413,9,219,8,Telefónico,Masivo,Pacífica,0,1,1,1,0
CLI00444,53,16,11214177,3,30436906,43,205,2,Telefónico,Masivo,Andina,1,1,9,3,1
CLI00445,22,11,11305436,3,37683216,36,211,9,Digital,Masivo,Caribe,0,0,1,2,0
CLI00446,26,13,3914165,4,13022270,22,277,8,Telefónico,Masivo,Andina,1,1,8,2,1
CLI00447,25,14,8704776,6,23916796,22,24,0,Digital,Premium,Pacífica,1,1,10,3,1
CLI00448,37,15,4708823,2,21709264,22,4,0,Digital,Masivo,Andina,1,1,9,4,0
CLI00449,45,19,8957918,4,31478135,34,152,8,Presencial,Preferente,Andina,1,0,1,0,0
CLI00450,37,0,6551646,2,40322851,55,259,5,Presencial,Masivo,Amazonía,1,1,7,0,0
CLI00451,23,9,5125654,4,20638676,29,324,3,Presencial,Masivo,Andina,1,1,7,3,1
CLI00452,49,7,1785711,3,40657415,38,357,6,Digital,Masivo,Andina,1,0,0,1,0
CLI00453,53,17,6778172,5,36607812,59,168,4,Presencial,Masivo,Andina,1,1,0,4,0
CLI00454,48,0,11011997,4,6918863,46,176,9,Digital,Premium,Andina,1,1,3,1,0
CLI00455,41,1,8412880,2,24693539,33,310,6,App Móvil,Premium,Pacífica,1,1,1,3,0
CLI00456,45,0,2075919,2,15823477,18,291,7,Presencial,Masivo,Orinoquía,0,1,11,3,1
CLI00457,33,0,4831106,6,40068956,7,56,7,Telefónico,Preferente,Andina,0,0,0,1,0
CLI00458,56,8,10741354,3,6257838,1,108,0,Digital,Preferente,Pacífica,0,1,8,2,0
CLI00459,54,12,1922381,2,48590923,33,296,7,Digital,Premium,Caribe,0,1,2,3,1
CLI00460,54,0,2476433,1,26099300,1,324,5,App Móvil,Premium,Caribe,0,1,0,4,0
CLI00461,64,12,9722462,5,23192477,24,302,3,Digital,Preferente,Andina,1,1,1,1,0
CLI00462,58,19,6400164,4,34363791,4,334,7,Presencial,Preferente,Caribe,1,1,7,2,0
CLI00463,33,6,11409551,6,16635661,4,141,2,Telefónico,Premium,Caribe,1,1,4,1,0
CLI00464,24,1,7836356,5,10601417,18,155,3,Digital,Masivo,Andina,1,1,10,2,0
CLI00465,22,5,7179042,3,28116038,27,262,5,App Móvil,Masivo,Caribe,1,1,6,2,0
CLI00466,54,6,1901067,6,18978796,43,273,6,Presencial,Pyme,Caribe,1,1,5,4,0
CLI00467,61,13,8594176,4,48356531,59,232,3,Digital,Preferente,Andina,1,1,0,3,0
CLI00468,31,17,1960796,4,35048571,32,241,3,Digital,Preferente,Andina,0,1,5,2,0
CLI00469,64,14,9240616,1,39028092,33,355,6,Digital,Preferente,Orinoquía,1,1,10,3,0
CLI00470,50,1,7494376,3,19787044,28,337,5,App Móvil,Masivo,Andina,1,0,6,4,1
CLI00471,34,9,6789283,6,37706524,42,258,7,Telefónico,Preferente,Andina,0,1,3,3,0
CLI00472,33,11,7358338,6,26955970,41,249,0,Digital,Preferente,Orinoquía,1,1,7,0,0
CLI00473,52,16,6489904,2,69518,55,77,9,Digital,Masivo,Pacífica,1,1,7,2,0
CLI00474,23,7,10892609,1,16953571,36,180,6,Telefónico,Preferente,Caribe,0,1,6,4,0
CLI00475,56,10,1812023,1,27082158,6,66,6,Presencial,Premium,Caribe,1,0,10,1,0
CLI00476,44,2,7770016,6,25286067,16,308,6,Presencial,Masivo,Pacífica,0,1,1,4,0
CLI00477,38,5,8820583,6,21978898,34,348,6,Presencial,Preferente,Andina,0,0,5,2,0
CLI00478,47,8,9322636,5,40784489,23,171,9,Digital,Masivo,Pacífica,1,0,5,4,0
CLI00479,29,5,4677902,5,23464980,50,22,9,Telefónico,Preferente,Pacífica,1,1,11,1,0
CLI00480,50,8,2255111,5,36753471,42,107,7,App Móvil,Masivo,Andina,1,1,11,0,0
CLI00481,47,6,3820715,1,43640858,24,323,8,Digital,Preferente,Amazonía,1,1,6,2,0
CLI00482,31,8,3734805,2,19553590,56,227,8,Presencial,Premium,Andina,0,1,5,2,0
CLI00483,47,17,5804459,4,2318620,49,216,1,Presencial,Masivo,Caribe,1,1,1,4,0
CLI00484,55,11,3399054,5,37041811,13,69,6,Presencial,Pyme,Pacífica,1,1,7,3,0
CLI00485,62,7,4957550,2,10949445,56,84,6,Digital,Pyme,Caribe,1,1,3,3,0
CLI00486,28,7,3050184,3,12063550,18,103,3,App Móvil,Masivo,Pacífica,0,1,8,1,0
CLI00487,25,17,5674482,5,7300259,54,39,8,Presencial,Masivo,Amazonía,1,1,7,0,0
CLI00488,32,19,9653113,4,6295425,13,13,7,Presencial,Pyme,Pacífica,1,1,2,0,0
CLI00489,50,14,4773523,3,9472917,49,297,0,Digital,Pyme,Andina,1,1,2,4,1
CLI00490,57,6,9977276,3,2429151,37,313,1,Digital,Masivo,Andina,1,1,7,4,1
CLI00491,46,10,8461383,4,33596175,43,181,1,Digital,Masivo,Andina,0,0,1,3,1
CLI00492,42,19,11813522,5,42113988,39,268,7,Telefónico,Masivo,Andina,1,1,8,0,0
CLI00493,57,15,9460339,1,14700387,42,13,0,Digital,Pyme,Andina,1,0,3,0,0
CLI00494,31,3,4270742,4,28834845,17,120,3,Telefónico,Masivo,Pacífica,0,0,5,0,0
CLI00495,58,5,4270374,4,5521452,15,353,9,Presencial,Preferente,Pacífica,1,0,2,1,0
CLI00496,30,2,8796405,4,40404754,18,57,4,Presencial,Premium,Caribe,1,1,2,1,0
CLI00497,45,8,8346539,3,41505238,23,40,8,Presencial,Masivo,Andina,1,1,2,4,0
CLI00498,56,9,10159522,2,25667617,54,336,6,Presencial,Preferente,Pacífica,1,1,10,3,1
CLI00499,56,13,5609803,1,25492108,51,128,7,Digital,Masivo,Andina,0,1,9,2,0
CLI00500,57,10,7136289,5,3777341,30,173,8,Digital,Premium,Andina,1,0,11,3,0
CLI00501,39,17,10251063,5,31278965,58,35,6,Telefónico,Masivo,Pacífica,1,1,11,1,0
CLI00502,60,11,2534586,2,42211548,34,259,4,Telefónico,Preferente,Pacífica,0,1,1,1,1
CLI00503,53,11,7540502,4,4585315,58,5,4,Digital,Preferente,Andina,0,1,7,4,1
CLI00504,45,12,11635296,1,47614485,4,218,9,Presencial,Masivo,Orinoquía,0,1,8,2,0
CLI00505,44,12,7047094,5,39453363,3,11,5,Digital,Masivo,Caribe,1,0,7,0,0
CLI00506,53,18,4600581,6,21753779,7,327,4,Digital,Masivo,Amazonía,1,1,9,2,0
CLI00507,58,18,4161637,5,1770403,56,117,8,Digital,Masivo,Caribe,1,1,2,2,0
CLI00508,33,13,5172277,4,48291558,18,184,2,App Móvil,Premium,Caribe,1,1,6,2,1
CLI00509,34,3,3584504,6,7568370,42,362,2,Digital,Premium,Orinoquía,1,1,10,4,1
CLI00510,44,12,4521372,2,21706642,7,116,6,Digital,Preferente,Caribe,0,1,9,1,0
CLI00511,46,7,6354042,1,32126501,40,162,6,Digital,Preferente,Pacífica,1,1,1,0,1
CLI00512,56,18,3971378,2,26442309,6,67,5,Digital,Preferente,Pacífica,1,1,3,2,1
CLI00513,62,11,5330121,2,506995,22,200,2,Telefónico,Premium,Orinoquía,1,0,11,0,1
CLI00514,51,17,6853912,1,2185454,58,31,6,Digital,Masivo,Amazonía,1,0,5,2,0
CLI00515,38,5,2853324,1,39816526,1,75,4,Digital,Masivo,Caribe,1,1,10,1,1
CLI00516,41,17,8253008,5,2072723,4,237,6,Telefónico,Masivo,Pacífica,1,1,4,0,0
CLI00517,46,18,7624386,5,5227528,46,327,1,Digital,Preferente,Caribe,0,0,8,3,1
CLI00518,43,4,4872455,1,27346769,49,66,5,Telefónico,Masivo,Andina,1,0,9,1,1
CLI00519,34,8,5768173,6,287635,52,70,7,Presencial,Masivo,Pacífica,0,0,3,0,0
CLI00520,40,2,7534722,3,583510,50,297,0,Digital,Masivo,Andina,0,0,4,2,1
CLI00521,57,9,10758415,5,15358589,43,20,3,Telefónico,Preferente,Andina,1,1,3,2,0
CLI00522,33,18,8510131,3,16760394,29,226,0,Digital,Masivo,Andina,0,1,7,1,1
CLI00523,62,2,5896720,6,4722340,21,199,0,Presencial,Masivo,Andina,0,1,7,1,1
CLI00524,40,14,5570028,1,16744725,26,39,9,Presencial,Masivo,Amazonía,0,1,2,2,0
CLI00525,33,0,9451036,6,15845187,14,145,7,Digital,Masivo,Caribe,1,1,0,0,0
CLI00526,30,6,8369989,5,21556188,9,45,6,Telefónico,Preferente,Andina,1,1,5,3,0
CLI00527,28,11,2869277,2,23113003,59,326,9,App Móvil,Masivo,Orinoquía,1,1,1,4,0
CLI00528,49,16,7022567,1,13334305,47,91,0,App Móvil,Masivo,Andina,0,1,1,1,1
CLI00529,35,19,8222090,4,35247913,12,238,1,Telefónico,Preferente,Caribe,1,1,2,2,1
CLI00530,52,4,2249971,3,30186120,42,70,3,Presencial,Masivo,Andina,1,1,7,0,0
CLI00531,40,3,9722502,6,19838558,51,166,0,Digital,Masivo,Andina,0,1,2,1,0
CLI00532,37,11,9249972,1,17377414,56,130,2,Digital,Premium,Caribe,1,1,6,0,0
CLI00533,26,19,5960276,6,33952323,51,214,7,Presencial,Masivo,Pacífica,1,1,9,1,0
CLI00534,56,17,8956688,1,36635794,6,340,7,Presencial,Masivo,Andina,0,1,9,2,1
CLI00535,33,16,5575837,5,34595998,20,89,7,App Móvil,Masivo,Orinoquía,1,1,8,0,0
CLI00536,46,18,11230665,5,13627775,24,335,5,Presencial,Preferente,Pacífica,1,0,7,2,1
CLI00537,42,8,3733706,5,30418772,27,252,5,Presencial,Preferente,Pacífica,0,1,0,0,0
CLI00538,57,3,7594645,6,28890300,38,349,4,Presencial,Preferente,Caribe,0,1,6,1,0
CLI00539,44,1,10374365,4,35173714,8,72,8,App Móvil,Preferente,Andina,0,0,6,4,0
CLI00540,37,3,3554376,5,3434078,1,165,3,Telefónico,Masivo,Caribe,0,1,7,4,1
CLI00541,60,1,2685111,1,10223903,54,49,9,Telefónico,Masivo,Orinoquía,1,1,9,3,0
